"discrete_curve","model","Temp","Time_units","PopBio_unts","Species","Medium","Rep","Citation","r","K","t_lag","N_0","r.t.value","K.t.value","t_lag.t.value","N_0.t.value"
424,"baranyi",30,"Hours","CFU","Arthrobacter sp. 62","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.0196069141366676,1.02093960590241,107.754840714394,1.02539321155564,0.135641063600985,283.404393048433,0.160040481743156,172.127750381021
425,"buchanan",37,"Hours","CFU","Arthrobacter sp. 62","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.000156192661071839,1.02989322256594,344.715447154552,1.01264703038928,2.68478235927955,223.684944750832,5.37902260404973,581.904439070522
426,"buchanan",0,"Hours","CFU","Arthrobacter aurescens","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.0334013851707039,5.49735798196489,266.842973384278,1.01074209759737,32.1964564033627,49.5698101414041,50.3064837911849,25.7779624332112
427,"gompertz",7,"Hours","CFU","Arthrobacter aurescens","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.150835694478124,6.39824399021246,33.0284328823722,0.990265600843851,10.5334618050047,115.00539164538,6.27841151185404,7.70371260467188
428,"gompertz",20,"Hours","CFU","Arthrobacter aurescens","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.292544762145164,5.55556100689849,16.462188095056,0.995281106423167,13.513014284907,109.161743454173,11.1937247026273,9.85180687930596
429,"gompertz",30,"Hours","CFU","Arthrobacter aurescens","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.368847040995598,6.4337699610598,1,0.437090266459335,15.6497422458122,76.1259936057664,0.209494822887478,0.848776136447026
430,"gompertz",37,"Hours","CFU","Arthrobacter aurescens","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.104002778690798,3.83867599582218,80.3134426038005,1.00950419435537,31.9954033761647,312.565522624456,63.2989594471713,133.535832634062
431,"gompertz",0,"Hours","CFU","Arthrobacter citreus","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.135848480084465,4.2575320585495,326.005374437903,1.00485635809533,13.2992173606619,71.3788232126933,154.15834844197,47.2755717092979
432,"gompertz",7,"Hours","CFU","Arthrobacter citreus","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.139605977383292,5.218230466222,90.8972957942605,0.9731978863785,18.4495687583969,117.131558595767,34.2853305565716,13.8820117645288
433,"gompertz",20,"Hours","CFU","Arthrobacter citreus","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.206976032108146,6.19906536835738,10.5385989599181,0.91350125718318,7.84969457788669,87.048950535011,2.11497471025686,4.29539538226192
434,"gompertz",30,"Hours","CFU","Arthrobacter citreus","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.345392214376278,5.21414114560005,20.9313711789321,0.984558053427201,6.88059750684816,54.5403728651938,7.86149497603477,4.56818901211107
435,"gompertz",37,"Hours","CFU","Arthrobacter citreus","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.334217664721,0.867854982165611,74.9455490528876,6.12460926529104,1.83381547942178,1.02254524820782,6.02310767736647,13.1551751780449
436,"gompertz",0,"Hours","CFU","Arthrobacter globiformis","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",9.90624779671779e-05,1.03014441980306,566.055621925211,1.00794357265182,0.0158555989161913,0.488224605676196,0.0831903155549786,973.987151188815
437,"gompertz",7,"Hours","CFU","Arthrobacter globiformis","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.0399410167953119,4.66056369690793,1,0.735344471950302,17.9969524944203,77.7839065295156,0.050636560562727,2.70976545536435
438,"gompertz",20,"Hours","CFU","Arthrobacter globiformis","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.180731603474837,4.83230263626395,2.35769818889152,0.706794359155504,8.7146411319954,67.2057451044654,0.315208131536352,1.68730380870468
439,"gompertz",30,"Hours","CFU","Arthrobacter globiformis","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.253596378716015,5.02367332960977,1,0.772438675469257,2.28569412052604,20.5916316433317,0.0347231862616483,0.352615982411548
440,"gompertz",37,"Hours","CFU","Arthrobacter globiformis","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.463259984316441,5.33175271294682,1,0.65924239340277,2.46903289251048,46.3891156535928,0.0234932468844344,0.132844445996952
441,"baranyi",0,"Hours","CFU","Arthrobacter simplex","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.00929297484987902,41.8169118312957,992.436181553648,1.00825682349988,1.33910966442056,0.000104840143665647,3.23744913567112,659.251788838473
442,"gompertz",7,"Hours","CFU","Arthrobacter simplex","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.063736826506289,0.909857339906869,352.815908419941,5.57209169637544,15.6422669086703,7.31651545815114,57.0291403678601,87.9405462990014
443,"gompertz",20,"Hours","CFU","Arthrobacter simplex","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.169688772885513,5.86103364916281,24.7779773438776,0.992169308865784,11.7606569111505,72.6470009838939,4.74351215910457,6.79979738426698
444,"gompertz",30,"Hours","CFU","Arthrobacter simplex","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.198792372828126,5.72360919581808,1,0.598195272312276,7.04738952616174,57.0825441708562,0.0309311367226019,0.348213670811973
445,"gompertz",37,"Hours","CFU","Arthrobacter simplex","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.273625317882341,6.02116712756275,1,0.552739606767556,23.4517353320801,197.801644814393,0.298617354163307,2.02357408050277
446,"gompertz",30,"Hours","Total Bacterial Abundance (x10^6 cells/mL)","anoxygenic phototrophic bacteria","seawater",1,"Sato-Takabe, Y., Hamasaki, K., & Suzuki, S. (2019). High temperature accelerates growth of aerobic anoxygenic phototrophic bacteria in seawater. MicrobiologyOpen, 8(5), 1–6. https://doi.org/10.1002/mbo3.710",0.0970299378958765,0,17.4214934700206,1.91711192037744,NA,NA,NA,NA
447,"gompertz",20,"Hours","Total Bacterial Abundance (x10^6 cells/mL)","anoxygenic phototrophic bacteria","seawater",1,"Sato-Takabe, Y., Hamasaki, K., & Suzuki, S. (2019). High temperature accelerates growth of aerobic anoxygenic phototrophic bacteria in seawater. MicrobiologyOpen, 8(5), 1–6. https://doi.org/10.1002/mbo3.710",0.0878896771521834,1.84969879820306,1,1.13297784374072,NA,NA,NA,NA
448,"gompertz",10,"Hours","Total Bacterial Abundance (x10^6 cells/mL)","anoxygenic phototrophic bacteria","seawater",1,"Sato-Takabe, Y., Hamasaki, K., & Suzuki, S. (2019). High temperature accelerates growth of aerobic anoxygenic phototrophic bacteria in seawater. MicrobiologyOpen, 8(5), 1–6. https://doi.org/10.1002/mbo3.710",0.438741556739361,1.80207233865993,20.9784802672218,1.1262042041735,NA,NA,NA,NA
449,"buchanan",8,"Hours","N","Lactobacillus plantarum","MRS broth",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",0.037046239508396,6.40586444059432,42.5152262758353,4.16844158357732,3.83735800061297,47.6546378858713,2.75680446877488,35.8072130619708
450,"gompertz",12,"Hours","N","Lactobacillus plantarum","MRS broth",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",0.175650787439784,1.28872928365136,259.351343751925,21.5253017943144,17.1186068891139,0.955439061903026,30.9951175845042,74.4449686394533
451,"baranyi",16,"Hours","N","Lactobacillus plantarum","MRS broth",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",0.472128240484335,21.0371267119618,4.24633815461184,4.3867825911496,40.3070330571655,143.65032830505,1.80704879951349,11.5102967303664
452,"gompertz",20,"Hours","N","Lactobacillus plantarum","MRS broth",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",0.814624320436968,0,53.3560659443079,21.7170089786756,19.1738859877428,0,27.4754630338245,57.026648370805
453,"baranyi",30,"Hours","N","Lactobacillus plantarum","MRS broth",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",1.65989434201061,22.2175494364075,1,4.18513164965452,31.9827462702956,96.4495918351815,0.452355417881051,3.00765610771543
454,"buchanan",4,"Hours","N","Weissella viridescens","MRS broth",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",0.0523191645452089,11.5979895737198,8.30678582641546,3.56370506711443,35.1069443874751,68.2351661519314,0.943499689965352,20.9665654063421
455,"gompertz",8,"Hours","N","Weissella viridescens","MRS broth",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",0.206152728311066,20.2397133364643,1,2.85147395989986,35.1207053470943,91.6810952527491,0.127245683961364,5.2901636183911
456,"gompertz",12,"Hours","N","Weissella viridescens","MRS broth",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",0.552100163394004,21.1921559964722,1,3.196307731317,12.3535972280479,35.1313096292636,0.123458118544809,2.21585192531233
457,"gompertz",16,"Hours","N","Weissella viridescens","MRS broth",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",0.858441778080546,21.2174641312118,1,3.33623538675619,25.143486682824,70.6391574077076,0.25640768421006,2.84236673277671
458,"baranyi",20,"Hours","N","Weissella viridescens","MRS broth",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",1.27503817320905,21.021619701566,1,4.02650981781278,37.2127110419413,151.879507925183,0.34403253906578,2.74938454919661
459,"gompertz",30,"Hours","N","Weissella viridescens","MRS broth",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",2.77450618690364,21.7892093038153,1,3.62794435108593,20.2388448150564,70.2489802675972,1.34116872692907,6.67162207031229
460,"gompertz",4,"Hours","N","Lactobacillus sakei","MRS broth",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",0.0976637333751778,10.8432611559666,76.8437308838041,4.20544740957841,6.92955674773352,25.8166298184948,5.274624924193,18.2103377350636
461,"baranyi",8,"Hours","N","Lactobacillus sakei","MRS broth",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",0.180822344726784,18.7785259052419,1,3.76228529292475,39.6537989616902,202.141936628281,0.0830231653938922,4.40097380673156
462,"baranyi",12,"Hours","N","Lactobacillus sakei","MRS broth",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",0.436584185548131,19.5508216408156,1,3.99021744274578,16.6687543994201,81.1652409974869,0.25065758922988,7.45008618761524
463,"gompertz",16,"Hours","N","Lactobacillus sakei","MRS broth",1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",0.967596920397243,21.2510184199444,1,3.68083946364956,34.4661014702768,159.70940708286,0.581841181497746,7.56060060017996
